batch,case,q,phase,completed_calls,started_calls,generate_s,evaluate_s,wall_s,historical_reuses,peak_mib,status
FINAL_accelerated,case_031,2,search_1,16,16,4.071437599999626,25.619854600000508,30.39133909999964,6,187.65625,complete
FINAL_accelerated,case_031,3,baseline_1,1,1,0,1.3546822999996948,1.697786200000337,0,137.89453125,complete
FINAL_accelerated,case_031,3,search_1,28,28,5.658664700000372,46.772962999999436,53.35801360000005,6,197.65234375,complete
FINAL_accelerated,case_032,1,baseline_1,1,1,0,0.174152900000081,0.39865369999915856,0,37.12109375,complete
FINAL_accelerated,case_032,1,search_1,16,16,0.2052982000004704,2.703190999997787,3.288702999999259,6,38.35546875,complete
FINAL_accelerated,case_032,2,baseline_1,1,1,0,0.14506040000014764,0.4175255999998626,0,37.05078125,complete
FINAL_accelerated,case_032,2,search_1,16,16,0.16910010000174225,2.0585426999996344,2.548131800000192,6,40.9765625,complete
FINAL_accelerated,case_032,3,baseline_1,1,1,0,0.1321655000001556,0.4020797000002858,0,37.015625,complete
FINAL_accelerated,case_032,3,search_1,28,28,0.2921755000033954,4.389601000001676,5.134705499999654,6,42.76171875,complete
FINAL_accelerated,case_033,1,baseline_1,1,1,0,3.1574289000000135,3.481411699999626,0,94.91796875,complete
FINAL_accelerated,case_033,1,search_1,12,12,0.5874579000019367,23.934648700000253,25.014715299999807,6,83.75390625,complete
FINAL_accelerated,case_033,2,baseline_1,1,1,0,0.8070395000004282,1.1205280000003768,0,95.1484375,complete
FINAL_accelerated,case_033,2,search_1,16,16,3.4664005999993606,23.695852300001206,27.796683499999745,6,129.93359375,complete
FINAL_accelerated,case_033,3,baseline_1,1,1,0,0.9118020000005345,1.1884162000005745,0,94.90625,complete
FINAL_accelerated,case_033,3,search_1,28,28,5.20431820000249,45.59280590000253,51.54975190000005,6,141.78125,complete
FINAL_accelerated,case_034,1,baseline_1,1,1,0,3.119291500000145,3.4637839999995776,0,95.24609375,complete
FINAL_accelerated,case_034,1,search_1,12,12,0.5598329000013109,21.648920600000565,22.779551999999967,6,85.72265625,complete
FINAL_accelerated,case_034,2,baseline_1,1,1,0,0.9387305000000197,1.2587845999996716,0,94.453125,complete
FINAL_accelerated,case_034,2,search_1,16,16,0.5106585000012274,9.409925200000544,10.449960300000384,6,93.359375,complete
FINAL_accelerated,case_034,3,baseline_1,1,1,0,0.9631371000004947,1.26441480000085,0,94.26953125,complete
FINAL_accelerated,case_034,3,search_1,28,28,0.9789214999982505,25.093232700000954,26.77647849999994,6,101.078125,complete
FINAL_accelerated,case_035,1,baseline_1,1,1,0,2.2848204000001715,2.6045731999993222,0,83.35546875,complete
FINAL_accelerated,case_035,1,search_1,16,16,2.7480574999972305,44.4674976999986,47.81130520000079,6,110.40625,complete
FINAL_accelerated,case_035,2,baseline_1,1,1,0,0.6945628000003126,0.9833420999993905,0,83.46875,complete
FINAL_accelerated,case_035,2,search_1,16,16,1.5682991000021502,15.26358319999963,17.47743629999968,6,98.73046875,complete
FINAL_accelerated,case_035,3,baseline_1,1,1,0,0.7032938999991529,0.9792293000000427,0,83.84765625,complete
FINAL_accelerated,case_035,3,search_1,28,28,2.653330799998912,29.4252594999989,32.95891909999955,6,109.9375,complete
